Season,Unnamed: 0,Date,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen,hwins
2013,3874,2013-09-15,San Jose Earthquakes,Vancouver Whitecaps,0-0,0,0,West,West,0,regular,,,,,,t
2013,3875,2013-09-21,Portland Timbers,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,,h
2013,3876,2013-09-21,Montreal Impact,Vancouver Whitecaps,0-3,0,3,East,West,3,regular,,,,,,a
2013,3877,2013-09-21,Toronto FC,Sporting Kansas City,1-2,1,2,East,East,3,regular,,,,,,a
2013,3878,2013-09-21,New England Revolution,DC United,2-1,2,1,East,East,3,regular,,,,,,h
2013,3879,2013-09-21,Columbus Crew,Chicago Fire,3-0,3,0,East,East,3,regular,,,,,,h
2013,3880,2013-09-21,Houston Dynamo,CD Chivas USA,5-1,5,1,East,West,6,regular,,,,,,h
2013,3881,2013-09-21,Real Salt Lake,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,,a
2013,3882,2013-09-22,LA Galaxy,Seattle Sounders,1-1,1,1,West,West,2,regular,,,,,,t
2013,3883,2013-09-22,New York Red Bulls,FC Dallas,1-0,1,0,East,West,1,regular,,,,,,h
2013,3884,2013-09-27,Sporting Kansas City,Philadelphia Union,0-1,0,1,East,East,1,regular,,,,,,a
2013,3885,2013-09-28,Toronto FC,DC United,4-1,4,1,East,East,5,regular,,,,,,h
2013,3886,2013-09-28,Vancouver Whitecaps,Real Salt Lake,0-1,0,1,West,West,1,regular,,,,,,a
2013,3887,2013-09-28,New England Revolution,Houston Dynamo,1-1,1,1,East,East,2,regular,,,,,,t
2013,3888,2013-09-28,Chicago Fire,Montreal Impact,2-2,2,2,East,East,4,regular,,,,,,t
2013,3889,2013-09-29,Portland Timbers,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,,h
2013,3890,2013-09-29,FC Dallas,Columbus Crew,2-4,2,4,West,East,6,regular,,,,,,a
2013,3891,2013-09-29,Seattle Sounders,New York Red Bulls,1-1,1,1,West,East,2,regular,,,,,,t
2013,3892,2013-09-30,CD Chivas USA,San Jose Earthquakes,0-1,0,1,West,West,1,regular,,,,,,a
2013,3893,2013-10-04,DC United,Chicago Fire,0-3,0,3,East,East,3,regular,,,,,,a
2013,3894,2013-10-04,Houston Dynamo,Montreal Impact,1-0,1,0,East,East,1,regular,,,,,,h
2013,3895,2013-10-05,New York Red Bulls,New England Revolution,2-2,2,2,East,East,4,regular,,,,,,t
2013,3896,2013-10-05,Columbus Crew,Sporting Kansas City,0-1,0,1,East,East,1,regular,,,,,,a
2013,3897,2013-10-05,Philadelphia Union,Toronto FC,1-0,1,0,East,East,1,regular,,,,,,h
2013,3898,2013-10-05,Real Salt Lake,FC Dallas,1-1,1,1,West,West,2,regular,,,,,,t
2013,3899,2013-10-06,Colorado Rapids,Seattle Sounders,5-1,5,1,West,West,6,regular,,,,,,h
2013,3900,2013-10-06,LA Galaxy,CD Chivas USA,5-0,5,0,West,West,5,regular,,,,,,h
2013,3901,2013-10-06,Vancouver Whitecaps,Portland Timbers,2-2,2,2,West,West,4,regular,,,,,,t
2013,3902,2013-10-09,Houston Dynamo,Sporting Kansas City,0-0,0,0,East,East,0,regular,,,,,,t
2013,3903,2013-10-10,Seattle Sounders,Vancouver Whitecaps,1-4,1,4,West,West,5,regular,,,,,,a
2013,3904,2013-10-10,San Jose Earthquakes,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,,h
2013,3905,2013-10-12,Montreal Impact,New England Revolution,0-1,0,1,East,East,1,regular,,,,,,a
2013,3906,2013-10-12,DC United,Philadelphia Union,1-1,1,1,East,East,2,regular,,,,,,t
2013,3907,2013-10-12,FC Dallas,Chicago Fire,2-3,2,3,West,East,5,regular,,,,,,a
2013,3908,2013-10-13,Portland Timbers,Seattle Sounders,1-0,1,0,West,West,1,regular,,,,,,h
2013,3909,2013-10-17,LA Galaxy,Montreal Impact,1-0,1,0,West,East,1,regular,,,,,,h
2013,3910,2013-10-18,Sporting Kansas City,DC United,1-0,1,0,East,East,1,regular,,,,,,h
2013,3911,2013-10-19,Montreal Impact,Philadelphia Union,2-1,2,1,East,East,3,regular,,,,,,h
2013,3912,2013-10-19,FC Dallas,Seattle Sounders,2-0,2,0,West,West,2,regular,,,,,,h
2013,3913,2013-10-19,Colorado Rapids,Vancouver Whitecaps,3-2,3,2,West,West,5,regular,,,,,,h
2013,3914,2013-10-19,New England Revolution,Columbus Crew,3-2,3,2,East,East,5,regular,,,,,,h
2013,3915,2013-10-19,Chicago Fire,Toronto FC,1-0,1,0,East,East,1,regular,,,,,,h
2013,3916,2013-10-20,Portland Timbers,Real Salt Lake,0-0,0,0,West,West,0,regular,,,,,,t
2013,3917,2013-10-20,Houston Dynamo,New York Red Bulls,0-3,0,3,East,East,3,regular,,,,,,a
2013,3918,2013-10-20,LA Galaxy,San Jose Earthquakes,0-0,0,0,West,West,0,regular,,,,,,t
2013,3919,2013-10-23,Real Salt Lake,CD Chivas USA,2-1,2,1,West,West,3,regular,,,,,,h
2013,3920,2013-10-26,Philadelphia Union,Sporting Kansas City,1-2,1,2,East,East,3,regular,,,,,,a
2013,3921,2013-10-26,Toronto FC,Montreal Impact,1-0,1,0,East,East,1,regular,,,,,,h
2013,3922,2013-10-26,San Jose Earthquakes,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
2013,3923,2013-10-27,CD Chivas USA,Portland Timbers,0-5,0,5,West,West,5,regular,,,,,,a
2013,3924,2013-10-27,DC United,Houston Dynamo,1-2,1,2,East,East,3,regular,,,,,,a
2013,3925,2013-10-27,Columbus Crew,New England Revolution,0-1,0,1,East,East,1,regular,,,,,,a
2013,3926,2013-10-27,New York Red Bulls,Chicago Fire,5-2,5,2,East,East,7,regular,,,,,,h
2013,3927,2013-10-27,Vancouver Whitecaps,Colorado Rapids,3-0,3,0,West,West,3,regular,,,,,,h
2013,3928,2013-10-27,Seattle Sounders,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,,t
2013,3929,2013-10-31,Seattle Sounders,Colorado Rapids,2-0,2,0,West,West,2,play_in,,,,,,h
2013,3930,2013-10-31,Houston Dynamo,Montreal Impact,3-0,3,0,East,East,3,play_in,,,,,,h
2013,3931,2013-11-02,New England Revolution,Sporting Kansas City,2-1,2,1,East,East,3,conf_semi,1.0,,,,,h
2013,3932,2013-11-03,Seattle Sounders,Portland Timbers,1-2,1,2,West,West,3,conf_semi,1.0,,,,,a
2013,3933,2013-11-03,Houston Dynamo,New York Red Bulls,2-2,2,2,East,East,4,conf_semi,1.0,,,,,t
2013,3934,2013-11-03,LA Galaxy,Real Salt Lake,1-0,1,0,West,West,1,conf_semi,1.0,,,,,h
2013,3935,2013-11-06,New York Red Bulls,Houston Dynamo,1-1,1,1,East,East,2,conf_semi,2.0,1.0,2.0,,,a
2013,3936,2013-11-06,Sporting Kansas City,New England Revolution,2-1,2,1,East,East,3,conf_semi,2.0,3.0,1.0,,,h
2013,3937,2013-11-07,Real Salt Lake,LA Galaxy,1-0,1,0,West,West,1,conf_semi,2.0,2.0,0.0,,,h
2013,3938,2013-11-08,Portland Timbers,Seattle Sounders,3-2,3,2,West,West,5,conf_semi,2.0,,,,,h
2013,3939,2013-11-09,Houston Dynamo,Sporting Kansas City,0-0,0,0,East,East,0,conf_final,1.0,,,,,t
2013,3940,2013-11-10,Real Salt Lake,Portland Timbers,4-2,4,2,West,West,6,conf_final,1.0,,,,,h
2013,3941,2013-11-23,Sporting Kansas City,Houston Dynamo,2-1,2,1,East,East,3,conf_final,2.0,,,,,h
2013,3942,2013-11-24,Portland Timbers,Real Salt Lake,0-1,0,1,West,West,1,conf_final,2.0,,,,,a
2013,3943,2013-12-07,Sporting Kansas City,Real Salt Lake,1-1,1,1,East,West,2,mls_final,,1.0,1.0,7.0,6.0,h
2014,3944,2014-03-08,Seattle Sounders,Sporting Kansas City,1-0,1,0,West,East,1,regular,,,,,,h
2014,3945,2014-03-08,DC United,Columbus Crew,0-3,0,3,East,East,3,regular,,,,,,a
2014,3946,2014-03-08,Vancouver Whitecaps,New York Red Bulls,4-1,4,1,West,East,5,regular,,,,,,h
2014,3947,2014-03-08,Houston Dynamo,New England Revolution,4-0,4,0,East,East,4,regular,,,,,,h
2014,3948,2014-03-08,FC Dallas,Montreal Impact,3-2,3,2,West,East,5,regular,,,,,,h
2014,3949,2014-03-09,LA Galaxy,Real Salt Lake,0-1,0,1,West,West,1,regular,,,,,,a
2014,3950,2014-03-09,Portland Timbers,Philadelphia Union,1-1,1,1,West,East,2,regular,,,,,,t
2014,3951,2014-03-09,CD Chivas USA,Chicago Fire,3-2,3,2,West,East,5,regular,,,,,,h
2014,3952,2014-03-15,New York Red Bulls,Colorado Rapids,1-1,1,1,East,West,2,regular,,,,,,t
2014,3953,2014-03-15,Philadelphia Union,New England Revolution,1-0,1,0,East,East,1,regular,,,,,,h
2014,3954,2014-03-15,Seattle Sounders,Toronto FC,1-2,1,2,West,East,3,regular,,,,,,a
2014,3955,2014-03-15,Sporting Kansas City,FC Dallas,1-1,1,1,East,West,2,regular,,,,,,t
2014,3956,2014-03-15,Houston Dynamo,Montreal Impact,1-0,1,0,East,East,1,regular,,,,,,h
2014,3957,2014-03-16,San Jose Earthquakes,Real Salt Lake,3-3,3,3,West,West,6,regular,,,,,,t
2014,3958,2014-03-16,Portland Timbers,Chicago Fire,1-1,1,1,West,East,2,regular,,,,,,t
2014,3959,2014-03-16,CD Chivas USA,Vancouver Whitecaps,1-1,1,1,West,West,2,regular,,,,,,t
2014,3960,2014-03-22,New England Revolution,Vancouver Whitecaps,0-0,0,0,East,West,0,regular,,,,,,t
2014,3961,2014-03-22,Real Salt Lake,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,,t
2014,3962,2014-03-22,Toronto FC,DC United,1-0,1,0,East,East,1,regular,,,,,,h
2014,3963,2014-03-22,Colorado Rapids,Portland Timbers,2-0,2,0,West,West,2,regular,,,,,,h
2014,3964,2014-03-22,Columbus Crew,Philadelphia Union,2-1,2,1,East,East,3,regular,,,,,,h
2014,3965,2014-03-22,Sporting Kansas City,San Jose Earthquakes,1-0,1,0,East,West,1,regular,,,,,,h
2014,3966,2014-03-22,FC Dallas,CD Chivas USA,3-1,3,1,West,West,4,regular,,,,,,h
2014,3967,2014-03-23,Chicago Fire,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,,t
2014,3968,2014-03-23,Montreal Impact,Seattle Sounders,0-2,0,2,East,West,2,regular,,,,,,a
2014,3969,2014-03-29,Philadelphia Union,Montreal Impact,1-1,1,1,East,East,2,regular,,,,,,t
2014,3970,2014-03-29,DC United,Chicago Fire,2-2,2,2,East,East,4,regular,,,,,,t
2014,3971,2014-03-29,Colorado Rapids,Sporting Kansas City,2-3,2,3,West,East,5,regular,,,,,,a
2014,3972,2014-03-29,Vancouver Whitecaps,Houston Dynamo,2-1,2,1,West,East,3,regular,,,,,,h
2014,3973,2014-03-29,FC Dallas,Portland Timbers,2-1,2,1,West,West,3,regular,,,,,,h
2014,3974,2014-03-29,Real Salt Lake,Toronto FC,3-0,3,0,West,East,3,regular,,,,,,h
2014,3975,2014-03-30,Seattle Sounders,Columbus Crew,1-2,1,2,West,East,3,regular,,,,,,a
2014,3976,2014-03-30,San Jose Earthquakes,New England Revolution,1-2,1,2,West,East,3,regular,,,,,,a
2014,3977,2014-03-30,New York Red Bulls,CD Chivas USA,1-1,1,1,East,West,2,regular,,,,,,t
2014,3978,2014-04-05,Portland Timbers,Seattle Sounders,4-4,4,4,West,West,8,regular,,,,,,t
2014,3979,2014-04-05,Montreal Impact,New York Red Bulls,2-2,2,2,East,East,4,regular,,,,,,t
2014,3980,2014-04-05,Chicago Fire,Philadelphia Union,2-2,2,2,East,East,4,regular,,,,,,t
2014,3981,2014-04-05,Columbus Crew,Toronto FC,0-2,0,2,East,East,2,regular,,,,,,a
2014,3982,2014-04-05,Vancouver Whitecaps,Colorado Rapids,1-2,1,2,West,West,3,regular,,,,,,a
2014,3983,2014-04-05,DC United,New England Revolution,2-0,2,0,East,East,2,regular,,,,,,h
2014,3984,2014-04-05,Houston Dynamo,FC Dallas,1-4,1,4,East,West,5,regular,,,,,,a
2014,3985,2014-04-05,Sporting Kansas City,Real Salt Lake,0-0,0,0,East,West,0,regular,,,,,,t
2014,3986,2014-04-06,CD Chivas USA,LA Galaxy,0-3,0,3,West,West,3,regular,,,,,,a
2014,3987,2014-04-12,Philadelphia Union,Real Salt Lake,2-2,2,2,East,West,4,regular,,,,,,t
2014,3988,2014-04-12,Montreal Impact,Chicago Fire,1-1,1,1,East,East,2,regular,,,,,,t
2014,3989,2014-04-12,Toronto FC,Colorado Rapids,0-1,0,1,East,West,1,regular,,,,,,a
2014,3990,2014-04-12,New England Revolution,Houston Dynamo,2-0,2,0,East,East,2,regular,,,,,,h
2014,3991,2014-04-12,DC United,New York Red Bulls,1-0,1,0,East,East,1,regular,,,,,,h
2014,3992,2014-04-12,FC Dallas,Seattle Sounders,2-3,2,3,West,West,5,regular,,,,,,a
2014,3993,2014-04-13,Portland Timbers,CD Chivas USA,1-1,1,1,West,West,2,regular,,,,,,t
2014,3994,2014-04-13,LA Galaxy,Vancouver Whitecaps,1-0,1,0,West,West,1,regular,,,,,,h
2014,3995,2014-04-13,San Jose Earthquakes,Columbus Crew,1-1,1,1,West,East,2,regular,,,,,,t
2014,3996,2014-04-16,New York Red Bulls,Philadelphia Union,2-1,2,1,East,East,3,regular,,,,,,h
2014,3997,2014-04-19,Philadelphia Union,Houston Dynamo,0-0,0,0,East,East,0,regular,,,,,,t
2014,3998,2014-04-19,Chicago Fire,New England Revolution,1-1,1,1,East,East,2,regular,,,,,,t
2014,3999,2014-04-19,Colorado Rapids,San Jose Earthquakes,0-0,0,0,West,West,0,regular,,,,,,t
2014,4000,2014-04-19,Vancouver Whitecaps,LA Galaxy,2-2,2,2,West,West,4,regular,,,,,,t
2014,4001,2014-04-19,Columbus Crew,DC United,1-1,1,1,East,East,2,regular,,,,,,t
2014,4002,2014-04-19,FC Dallas,Toronto FC,2-1,2,1,West,East,3,regular,,,,,,h
2014,4003,2014-04-19,Sporting Kansas City,Montreal Impact,4-0,4,0,East,East,4,regular,,,,,,h
2014,4004,2014-04-19,Real Salt Lake,Portland Timbers,1-0,1,0,West,West,1,regular,,,,,,h
2014,4005,2014-04-20,CD Chivas USA,Seattle Sounders,1-2,1,2,West,West,3,regular,,,,,,a
2014,4006,2014-04-23,New York Red Bulls,Houston Dynamo,4-0,4,0,East,East,4,regular,,,,,,h
2014,4007,2014-04-26,Montreal Impact,Philadelphia Union,1-0,1,0,East,East,1,regular,,,,,,h
2014,4008,2014-04-26,Seattle Sounders,Colorado Rapids,4-1,4,1,West,West,5,regular,,,,,,h
2014,4009,2014-04-26,DC United,FC Dallas,4-1,4,1,East,West,5,regular,,,,,,h
2014,4010,2014-04-26,New England Revolution,Sporting Kansas City,2-0,2,0,East,East,2,regular,,,,,,h
2014,4011,2014-04-26,Columbus Crew,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,,t
2014,4012,2014-04-26,Real Salt Lake,Vancouver Whitecaps,2-2,2,2,West,West,4,regular,,,,,,t
2014,4013,2014-04-27,San Jose Earthquakes,CD Chivas USA,1-0,1,0,West,West,1,regular,,,,,,h
2014,4014,2014-04-27,Houston Dynamo,Portland Timbers,1-1,1,1,East,West,2,regular,,,,,,t
2014,4015,2014-05-03,Toronto FC,New England Revolution,1-2,1,2,East,East,3,regular,,,,,,a
2014,4016,2014-05-03,Vancouver Whitecaps,San Jose Earthquakes,3-2,3,2,West,West,5,regular,,,,,,h
2014,4017,2014-05-03,Chicago Fire,Real Salt Lake,2-3,2,3,East,West,5,regular,,,,,,a
2014,4018,2014-05-03,Colorado Rapids,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,,h
2014,4019,2014-05-04,Seattle Sounders,Philadelphia Union,2-1,2,1,West,East,3,regular,,,,,,h
2014,4020,2014-05-04,CD Chivas USA,Houston Dynamo,1-4,1,4,West,East,5,regular,,,,,,a
2014,4021,2014-05-04,Portland Timbers,DC United,3-2,3,2,West,East,5,regular,,,,,,h
2014,4022,2014-05-04,FC Dallas,New York Red Bulls,0-1,0,1,West,East,1,regular,,,,,,a
2014,4023,2014-05-04,Sporting Kansas City,Columbus Crew,2-0,2,0,East,East,2,regular,,,,,,h
2014,4024,2014-05-07,Houston Dynamo,Columbus Crew,1-0,1,0,East,East,1,regular,,,,,,h
2014,4025,2014-05-08,Seattle Sounders,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
2014,4026,2014-05-08,San Jose Earthquakes,Colorado Rapids,0-0,0,0,West,West,0,regular,,,,,,t
2014,4027,2014-05-10,Philadelphia Union,DC United,0-1,0,1,East,East,1,regular,,,,,,a
2014,4028,2014-05-10,Montreal Impact,Sporting Kansas City,0-3,0,3,East,East,3,regular,,,,,,a
2014,4029,2014-05-10,New York Red Bulls,Chicago Fire,4-5,4,5,East,East,9,regular,,,,,,a
2014,4030,2014-05-10,Columbus Crew,Vancouver Whitecaps,0-1,0,1,East,West,1,regular,,,,,,a
2014,4031,2014-05-11,San Jose Earthquakes,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
2014,4032,2014-05-11,Portland Timbers,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,,t
2014,4033,2014-05-11,Colorado Rapids,CD Chivas USA,1-3,1,3,West,West,4,regular,,,,,,a
2014,4034,2014-05-11,New England Revolution,Seattle Sounders,5-0,5,0,East,West,5,regular,,,,,,h
2014,4035,2014-05-11,Houston Dynamo,Real Salt Lake,2-5,2,5,East,West,7,regular,,,,,,a
2014,4036,2014-05-14,Sporting Kansas City,Philadelphia Union,1-2,1,2,East,East,3,regular,,,,,,a
2014,4037,2014-05-17,Toronto FC,New York Red Bulls,2-0,2,0,East,East,2,regular,,,,,,h
2014,4038,2014-05-17,Philadelphia Union,New England Revolution,3-5,3,5,East,East,8,regular,,,,,,a
2014,4039,2014-05-17,DC United,Montreal Impact,1-1,1,1,East,East,2,regular,,,,,,t
2014,4040,2014-05-17,Houston Dynamo,LA Galaxy,1-0,1,0,East,West,1,regular,,,,,,h
2014,4041,2014-05-17,FC Dallas,CD Chivas USA,1-1,1,1,West,West,2,regular,,,,,,t
2014,4042,2014-05-17,Real Salt Lake,Colorado Rapids,2-1,2,1,West,West,3,regular,,,,,,h
2014,4043,2014-05-18,Seattle Sounders,San Jose Earthquakes,1-0,1,0,West,West,1,regular,,,,,,h
2014,4044,2014-05-18,Portland Timbers,Columbus Crew,3-3,3,3,West,East,6,regular,,,,,,t
2014,4045,2014-05-18,Chicago Fire,Sporting Kansas City,2-1,2,1,East,East,3,regular,,,,,,h
2014,4046,2014-05-21,DC United,Houston Dynamo,2-0,2,0,East,East,2,regular,,,,,,h
2014,4047,2014-05-22,LA Galaxy,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
2014,4048,2014-05-23,Sporting Kansas City,Toronto FC,2-2,2,2,East,East,4,regular,,,,,,t
2014,4049,2014-05-24,Vancouver Whitecaps,Seattle Sounders,2-2,2,2,West,West,4,regular,,,,,,t
2014,4050,2014-05-24,New York Red Bulls,Portland Timbers,1-2,1,2,East,West,3,regular,,,,,,a
2014,4051,2014-05-24,Columbus Crew,Chicago Fire,2-0,2,0,East,East,2,regular,,,,,,h
2014,4052,2014-05-24,New England Revolution,DC United,2-1,2,1,East,East,3,regular,,,,,,h
2014,4053,2014-05-24,Colorado Rapids,Montreal Impact,4-1,4,1,West,East,5,regular,,,,,,h
2014,4054,2014-05-24,Real Salt Lake,FC Dallas,0-0,0,0,West,West,0,regular,,,,,,t
2014,4055,2014-05-25,LA Galaxy,Philadelphia Union,4-1,4,1,West,East,5,regular,,,,,,h
2014,4056,2014-05-26,San Jose Earthquakes,Houston Dynamo,3-0,3,0,West,East,3,regular,,,,,,h
2014,4057,2014-05-27,Sporting Kansas City,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,,t
2014,4058,2014-05-29,CD Chivas USA,Portland Timbers,0-2,0,2,West,West,2,regular,,,,,,a
2014,4059,2014-05-31,Seattle Sounders,Real Salt Lake,4-0,4,0,West,West,4,regular,,,,,,h
2014,4060,2014-05-31,Toronto FC,Columbus Crew,3-2,3,2,East,East,5,regular,,,,,,h
2014,4061,2014-05-31,Montreal Impact,New England Revolution,2-0,2,0,East,East,2,regular,,,,,,h
2014,4062,2014-05-31,DC United,Sporting Kansas City,1-0,1,0,East,East,1,regular,,,,,,h
2014,4063,2014-05-31,FC Dallas,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,,a
2014,4064,2014-06-01,CD Chivas USA,Philadelphia Union,0-3,0,3,West,East,3,regular,,,,,,a
2014,4065,2014-06-01,Chicago Fire,LA Galaxy,1-1,1,1,East,West,2,regular,,,,,,t
2014,4066,2014-06-01,Colorado Rapids,Houston Dynamo,3-0,3,0,West,East,3,regular,,,,,,h
2014,4067,2014-06-01,Portland Timbers,Vancouver Whitecaps,3-4,3,4,West,West,7,regular,,,,,,a
2014,4068,2014-06-04,Columbus Crew,Real Salt Lake,1-1,1,1,East,West,2,regular,,,,,,t
2014,4069,2014-06-04,Colorado Rapids,Chicago Fire,0-0,0,0,West,East,0,regular,,,,,,t
2014,4070,2014-06-06,Houston Dynamo,Sporting Kansas City,0-2,0,2,East,East,2,regular,,,,,,a
2014,4071,2014-06-07,Toronto FC,San Jose Earthquakes,1-0,1,0,East,West,1,regular,,,,,,h
2014,4072,2014-06-07,DC United,Columbus Crew,0-0,0,0,East,East,0,regular,,,,,,t
2014,4073,2014-06-07,Philadelphia Union,Vancouver Whitecaps,3-3,3,3,East,West,6,regular,,,,,,t
2014,4074,2014-06-07,Chicago Fire,Seattle Sounders,2-3,2,3,East,West,5,regular,,,,,,a
2014,4075,2014-06-07,FC Dallas,Colorado Rapids,3-2,3,2,West,West,5,regular,,,,,,h
2014,4076,2014-06-08,Real Salt Lake,Portland Timbers,1-3,1,3,West,West,4,regular,,,,,,a
2014,4077,2014-06-08,New England Revolution,New York Red Bulls,0-2,0,2,East,East,2,regular,,,,,,a
2014,4078,2014-06-08,LA Galaxy,CD Chivas USA,1-1,1,1,West,West,2,regular,,,,,,t
2014,4079,2014-06-11,Montreal Impact,DC United,2-4,2,4,East,East,6,regular,,,,,,a
2014,4080,2014-06-12,Portland Timbers,FC Dallas,2-2,2,2,West,West,4,regular,,,,,,t
2014,4081,2014-06-26,Vancouver Whitecaps,Montreal Impact,0-0,0,0,West,East,0,regular,,,,,,t
2014,4082,2014-06-27,New York Red Bulls,Toronto FC,2-2,2,2,East,East,4,regular,,,,,,t
2014,4083,2014-06-28,Portland Timbers,Sporting Kansas City,0-1,0,1,West,East,1,regular,,,,,,a
2014,4084,2014-06-28,DC United,Seattle Sounders,0-1,0,1,East,West,1,regular,,,,,,a
2014,4085,2014-06-28,New England Revolution,Philadelphia Union,1-3,1,3,East,East,4,regular,,,,,,a
2014,4086,2014-06-28,Colorado Rapids,Vancouver Whitecaps,2-0,2,0,West,West,2,regular,,,,,,h
2014,4087,2014-06-29,CD Chivas USA,Real Salt Lake,1-0,1,0,West,West,1,regular,,,,,,h
2014,4088,2014-06-29,San Jose Earthquakes,LA Galaxy,0-1,0,1,West,West,1,regular,,,,,,a
2014,4089,2014-06-29,Columbus Crew,FC Dallas,0-0,0,0,East,West,0,regular,,,,,,t
2014,4090,2014-06-29,Montreal Impact,Houston Dynamo,3-0,3,0,East,East,3,regular,,,,,,h
2014,4091,2014-07-02,Chicago Fire,Toronto FC,1-1,1,1,East,East,2,regular,,,,,,t
2014,4092,2014-07-03,San Jose Earthquakes,CD Chivas USA,0-1,0,1,West,West,1,regular,,,,,,a
2014,4093,2014-07-04,Houston Dynamo,New York Red Bulls,2-2,2,2,East,East,4,regular,,,,,,t
2014,4094,2014-07-04,FC Dallas,Philadelphia Union,2-1,2,1,West,East,3,regular,,,,,,h
2014,4095,2014-07-04,Colorado Rapids,Columbus Crew,1-1,1,1,West,East,2,regular,,,,,,t
2014,4096,2014-07-05,Real Salt Lake,New England Revolution,2-1,2,1,West,East,3,regular,,,,,,h
2014,4097,2014-07-05,LA Galaxy,Portland Timbers,2-2,2,2,West,West,4,regular,,,,,,t
2014,4098,2014-07-05,Toronto FC,DC United,1-2,1,2,East,East,3,regular,,,,,,a
2014,4099,2014-07-06,Vancouver Whitecaps,Seattle Sounders,1-0,1,0,West,West,1,regular,,,,,,h
2014,4100,2014-07-06,CD Chivas USA,Montreal Impact,1-0,1,0,West,East,1,regular,,,,,,h
2014,4101,2014-07-06,Sporting Kansas City,Chicago Fire,1-1,1,1,East,East,2,regular,,,,,,t
2014,4102,2014-07-12,San Jose Earthquakes,DC United,1-2,1,2,West,East,3,regular,,,,,,a
2014,4103,2014-07-12,Toronto FC,Houston Dynamo,4-2,4,2,East,East,6,regular,,,,,,h
2014,4104,2014-07-12,New York Red Bulls,Columbus Crew,4-1,4,1,East,East,5,regular,,,,,,h
2014,4105,2014-07-12,Philadelphia Union,Colorado Rapids,3-3,3,3,East,West,6,regular,,,,,,t
2014,4106,2014-07-12,Montreal Impact,Sporting Kansas City,1-2,1,2,East,East,3,regular,,,,,,a
2014,4107,2014-07-12,New England Revolution,Chicago Fire,0-1,0,1,East,East,1,regular,,,,,,a
2014,4108,2014-07-13,Vancouver Whitecaps,CD Chivas USA,1-3,1,3,West,West,4,regular,,,,,,a
2014,4109,2014-07-13,LA Galaxy,Real Salt Lake,1-0,1,0,West,West,1,regular,,,,,,h
2014,4110,2014-07-14,Seattle Sounders,Portland Timbers,2-0,2,0,West,West,2,regular,,,,,,h
2014,4111,2014-07-16,Philadelphia Union,New York Red Bulls,3-1,3,1,East,East,4,regular,,,,,,h
2014,4112,2014-07-16,Columbus Crew,Sporting Kansas City,1-2,1,2,East,East,3,regular,,,,,,a
2014,4113,2014-07-16,Toronto FC,Vancouver Whitecaps,1-1,1,1,East,West,2,regular,,,,,,t
2014,4114,2014-07-17,LA Galaxy,New England Revolution,5-1,5,1,West,East,6,regular,,,,,,h
2014,4115,2014-07-19,Portland Timbers,Colorado Rapids,2-1,2,1,West,West,3,regular,,,,,,h
2014,4116,2014-07-19,Sporting Kansas City,LA Galaxy,2-1,2,1,East,West,3,regular,,,,,,h
2014,4117,2014-07-19,New York Red Bulls,San Jose Earthquakes,1-1,1,1,East,West,2,regular,,,,,,t
2014,4118,2014-07-19,Columbus Crew,Montreal Impact,2-1,2,1,East,East,3,regular,,,,,,h
2014,4119,2014-07-19,Chicago Fire,Philadelphia Union,1-1,1,1,East,East,2,regular,,,,,,t
2014,4120,2014-07-19,Houston Dynamo,Toronto FC,2-2,2,2,East,East,4,regular,,,,,,t
2014,4121,2014-07-19,FC Dallas,New England Revolution,2-0,2,0,West,East,2,regular,,,,,,h
2014,4122,2014-07-20,Real Salt Lake,Vancouver Whitecaps,1-1,1,1,West,West,2,regular,,,,,,t
