Season,Unnamed: 0,Date,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen,hwins
2003,1307,2003-04-12,Colorado Rapids,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,,a
2003,1308,2003-04-12,New York Red Bulls,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,,a
2003,1309,2003-04-12,Sporting Kansas City,DC United,3-2,3,2,West,East,5,regular,,,,,,h
2003,1310,2003-04-12,FC Dallas,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,,t
2003,1311,2003-04-13,Chicago Fire,New England Revolution,1-1,1,1,East,East,2,regular,,,,,,t
2003,1312,2003-04-19,DC United,Chicago Fire,0-0,0,0,East,East,0,regular,,,,,,t
2003,1313,2003-04-19,San Jose Earthquakes,Sporting Kansas City,1-1,1,1,West,West,2,regular,,,,,,t
2003,1314,2003-04-19,New York Red Bulls,LA Galaxy,1-1,1,1,East,West,2,regular,,,,,,t
2003,1315,2003-04-19,New England Revolution,Columbus Crew,1-2,1,2,East,East,3,regular,,,,,,a
2003,1316,2003-04-26,Colorado Rapids,DC United,1-1,1,1,West,East,2,regular,,,,,,t
2003,1317,2003-04-26,FC Dallas,New England Revolution,1-2,1,2,West,East,3,regular,,,,,,a
2003,1318,2003-04-26,San Jose Earthquakes,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,,h
2003,1319,2003-04-26,Sporting Kansas City,Chicago Fire,2-3,2,3,West,East,5,regular,,,,,,a
2003,1320,2003-04-26,Columbus Crew,New York Red Bulls,0-1,0,1,East,East,1,regular,,,,,,a
2003,1321,2003-05-03,DC United,FC Dallas,0-0,0,0,East,West,0,regular,,,,,,t
2003,1322,2003-05-03,New York Red Bulls,Colorado Rapids,2-1,2,1,East,West,3,regular,,,,,,h
2003,1323,2003-05-03,Sporting Kansas City,Columbus Crew,2-2,2,2,West,East,4,regular,,,,,,t
2003,1324,2003-05-03,New England Revolution,San Jose Earthquakes,0-2,0,2,East,West,2,regular,,,,,,a
2003,1325,2003-05-10,Chicago Fire,San Jose Earthquakes,0-0,0,0,East,West,0,regular,,,,,,t
2003,1326,2003-05-10,Columbus Crew,Colorado Rapids,2-0,2,0,East,West,2,regular,,,,,,h
2003,1327,2003-05-10,FC Dallas,Sporting Kansas City,1-3,1,3,West,West,4,regular,,,,,,a
2003,1328,2003-05-10,New York Red Bulls,DC United,1-0,1,0,East,East,1,regular,,,,,,h
2003,1329,2003-05-10,New England Revolution,LA Galaxy,2-0,2,0,East,West,2,regular,,,,,,h
2003,1330,2003-05-14,Sporting Kansas City,New England Revolution,1-1,1,1,West,East,2,regular,,,,,,t
2003,1331,2003-05-17,DC United,Sporting Kansas City,1-1,1,1,East,West,2,regular,,,,,,t
2003,1332,2003-05-17,FC Dallas,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,,t
2003,1333,2003-05-17,San Jose Earthquakes,Columbus Crew,4-3,4,3,West,East,7,regular,,,,,,h
2003,1334,2003-05-17,New England Revolution,Chicago Fire,3-0,3,0,East,East,3,regular,,,,,,h
2003,1335,2003-05-17,Colorado Rapids,New York Red Bulls,0-2,0,2,West,East,2,regular,,,,,,a
2003,1336,2003-05-24,Columbus Crew,New England Revolution,2-3,2,3,East,East,5,regular,,,,,,a
2003,1337,2003-05-24,New York Red Bulls,FC Dallas,2-1,2,1,East,West,3,regular,,,,,,h
2003,1338,2003-05-24,Sporting Kansas City,LA Galaxy,2-1,2,1,West,West,3,regular,,,,,,h
2003,1339,2003-05-25,Chicago Fire,Colorado Rapids,4-0,4,0,East,West,4,regular,,,,,,h
2003,1340,2003-05-31,Colorado Rapids,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,,h
2003,1341,2003-05-31,Columbus Crew,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,,t
2003,1342,2003-05-31,FC Dallas,DC United,3-2,3,2,West,East,5,regular,,,,,,h
2003,1343,2003-05-31,New England Revolution,Sporting Kansas City,2-2,2,2,East,West,4,regular,,,,,,t
2003,1344,2003-05-31,San Jose Earthquakes,Chicago Fire,1-4,1,4,West,East,5,regular,,,,,,a
2003,1345,2003-06-07,Columbus Crew,San Jose Earthquakes,1-0,1,0,East,West,1,regular,,,,,,h
2003,1346,2003-06-07,DC United,Chicago Fire,2-0,2,0,East,East,2,regular,,,,,,h
2003,1347,2003-06-07,Sporting Kansas City,New York Red Bulls,2-1,2,1,West,East,3,regular,,,,,,h
2003,1348,2003-06-07,LA Galaxy,Colorado Rapids,2-0,2,0,West,West,2,regular,,,,,,h
2003,1349,2003-06-11,Colorado Rapids,DC United,0-0,0,0,West,East,0,regular,,,,,,t
2003,1350,2003-06-14,Colorado Rapids,New England Revolution,4-1,4,1,West,East,5,regular,,,,,,h
2003,1351,2003-06-14,DC United,Columbus Crew,3-0,3,0,East,East,3,regular,,,,,,h
2003,1352,2003-06-14,FC Dallas,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,,a
2003,1353,2003-06-14,LA Galaxy,Sporting Kansas City,2-1,2,1,West,West,3,regular,,,,,,h
2003,1354,2003-06-14,New York Red Bulls,Chicago Fire,2-3,2,3,East,East,5,regular,,,,,,a
2003,1355,2003-06-18,Chicago Fire,FC Dallas,4-1,4,1,East,West,5,regular,,,,,,h
2003,1356,2003-06-18,LA Galaxy,San Jose Earthquakes,1-1,1,1,West,West,2,regular,,,,,,t
2003,1357,2003-06-21,DC United,New England Revolution,1-1,1,1,East,East,2,regular,,,,,,t
2003,1358,2003-06-21,FC Dallas,Colorado Rapids,3-1,3,1,West,West,4,regular,,,,,,h
2003,1359,2003-06-21,San Jose Earthquakes,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,,h
2003,1360,2003-06-21,Sporting Kansas City,Chicago Fire,4-2,4,2,West,East,6,regular,,,,,,h
2003,1361,2003-06-21,New York Red Bulls,LA Galaxy,1-0,1,0,East,West,1,regular,,,,,,h
2003,1362,2003-06-25,Colorado Rapids,LA Galaxy,2-2,2,2,West,West,4,regular,,,,,,t
2003,1363,2003-06-28,Columbus Crew,DC United,3-0,3,0,East,East,3,regular,,,,,,h
2003,1364,2003-06-28,San Jose Earthquakes,Sporting Kansas City,0-0,0,0,West,West,0,regular,,,,,,t
2003,1365,2003-06-28,LA Galaxy,FC Dallas,3-0,3,0,West,West,3,regular,,,,,,h
2003,1366,2003-06-28,New England Revolution,Colorado Rapids,3-2,3,2,East,West,5,regular,,,,,,h
2003,1367,2003-06-28,Chicago Fire,New York Red Bulls,2-1,2,1,East,East,3,regular,,,,,,h
2003,1368,2003-07-02,FC Dallas,DC United,1-3,1,3,West,East,4,regular,,,,,,a
2003,1369,2003-07-02,New York Red Bulls,San Jose Earthquakes,4-4,4,4,East,West,8,regular,,,,,,t
2003,1370,2003-07-04,Colorado Rapids,Sporting Kansas City,3-2,3,2,West,West,5,regular,,,,,,h
2003,1371,2003-07-04,LA Galaxy,New England Revolution,2-2,2,2,West,East,4,regular,,,,,,t
2003,1372,2003-07-05,Columbus Crew,FC Dallas,0-0,0,0,East,West,0,regular,,,,,,t
2003,1373,2003-07-05,San Jose Earthquakes,Chicago Fire,0-0,0,0,West,East,0,regular,,,,,,t
2003,1374,2003-07-05,DC United,New York Red Bulls,2-3,2,3,East,East,5,regular,,,,,,a
2003,1375,2003-07-09,LA Galaxy,Colorado Rapids,0-1,0,1,West,West,1,regular,,,,,,a
2003,1376,2003-07-12,Chicago Fire,DC United,1-2,1,2,East,East,3,regular,,,,,,a
2003,1377,2003-07-12,San Jose Earthquakes,Colorado Rapids,0-2,0,2,West,West,2,regular,,,,,,a
2003,1378,2003-07-12,Sporting Kansas City,FC Dallas,5-1,5,1,West,West,6,regular,,,,,,h
2003,1379,2003-07-12,New England Revolution,New York Red Bulls,3-3,3,3,East,East,6,regular,,,,,,t
2003,1380,2003-07-16,New England Revolution,FC Dallas,1-2,1,2,East,West,3,regular,,,,,,a
2003,1381,2003-07-19,Chicago Fire,New England Revolution,3-1,3,1,East,East,4,regular,,,,,,h
2003,1382,2003-07-19,Columbus Crew,Sporting Kansas City,0-1,0,1,East,West,1,regular,,,,,,a
2003,1383,2003-07-19,FC Dallas,New York Red Bulls,1-2,1,2,West,East,3,regular,,,,,,a
2003,1384,2003-07-19,DC United,San Jose Earthquakes,1-2,1,2,East,West,3,regular,,,,,,a
2003,1385,2003-07-23,Columbus Crew,New England Revolution,1-1,1,1,East,East,2,regular,,,,,,t
2003,1386,2003-07-26,Chicago Fire,Sporting Kansas City,2-0,2,0,East,West,2,regular,,,,,,h
2003,1387,2003-07-26,Colorado Rapids,New York Red Bulls,1-0,1,0,West,East,1,regular,,,,,,h
2003,1388,2003-07-26,San Jose Earthquakes,FC Dallas,3-0,3,0,West,West,3,regular,,,,,,h
2003,1389,2003-07-27,New England Revolution,DC United,2-4,2,4,East,East,6,regular,,,,,,a
2003,1390,2003-07-30,LA Galaxy,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,,h
2003,1391,2003-08-08,Sporting Kansas City,San Jose Earthquakes,0-1,0,1,West,West,1,regular,,,,,,a
2003,1392,2003-08-09,Colorado Rapids,FC Dallas,2-0,2,0,West,West,2,regular,,,,,,h
2003,1393,2003-08-09,DC United,New England Revolution,1-0,1,0,East,East,1,regular,,,,,,h
2003,1394,2003-08-09,LA Galaxy,Columbus Crew,3-1,3,1,West,East,4,regular,,,,,,h
2003,1395,2003-08-09,Chicago Fire,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,,t
2003,1396,2003-08-13,Columbus Crew,Chicago Fire,2-2,2,2,East,East,4,regular,,,,,,t
2003,1397,2003-08-13,DC United,Colorado Rapids,1-0,1,0,East,West,1,regular,,,,,,h
2003,1398,2003-08-13,FC Dallas,San Jose Earthquakes,0-3,0,3,West,West,3,regular,,,,,,a
2003,1399,2003-08-13,New York Red Bulls,Sporting Kansas City,0-0,0,0,East,West,0,regular,,,,,,t
2003,1400,2003-08-16,Chicago Fire,DC United,3-1,3,1,East,East,4,regular,,,,,,h
2003,1401,2003-08-16,Colorado Rapids,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,,h
2003,1402,2003-08-16,FC Dallas,Sporting Kansas City,3-2,3,2,West,West,5,regular,,,,,,h
2003,1403,2003-08-16,LA Galaxy,New York Red Bulls,1-1,1,1,West,East,2,regular,,,,,,t
2003,1404,2003-08-16,New England Revolution,San Jose Earthquakes,1-1,1,1,East,West,2,regular,,,,,,t
2003,1405,2003-08-20,Chicago Fire,LA Galaxy,1-0,1,0,East,West,1,regular,,,,,,h
2003,1406,2003-08-22,Sporting Kansas City,Colorado Rapids,2-2,2,2,West,West,4,regular,,,,,,t
2003,1407,2003-08-23,FC Dallas,Columbus Crew,1-2,1,2,West,East,3,regular,,,,,,a
2003,1408,2003-08-23,LA Galaxy,New England Revolution,2-1,2,1,West,East,3,regular,,,,,,h
2003,1409,2003-08-24,San Jose Earthquakes,DC United,1-0,1,0,West,East,1,regular,,,,,,h
2003,1410,2003-08-24,New York Red Bulls,Chicago Fire,1-2,1,2,East,East,3,regular,,,,,,a
2003,1411,2003-08-30,San Jose Earthquakes,Colorado Rapids,1-2,1,2,West,West,3,regular,,,,,,a
2003,1412,2003-08-30,LA Galaxy,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
2003,1413,2003-08-30,New England Revolution,Chicago Fire,5-1,5,1,East,East,6,regular,,,,,,h
2003,1414,2003-08-31,Columbus Crew,Sporting Kansas City,1-0,1,0,East,West,1,regular,,,,,,h
2003,1415,2003-09-06,Chicago Fire,Columbus Crew,1-1,1,1,East,East,2,regular,,,,,,t
2003,1416,2003-09-06,Colorado Rapids,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
2003,1417,2003-09-06,DC United,LA Galaxy,2-1,2,1,East,West,3,regular,,,,,,h
2003,1418,2003-09-06,Sporting Kansas City,New York Red Bulls,1-2,1,2,West,East,3,regular,,,,,,a
2003,1419,2003-09-07,San Jose Earthquakes,New England Revolution,2-1,2,1,West,East,3,regular,,,,,,h
2003,1420,2003-09-13,Colorado Rapids,Sporting Kansas City,1-0,1,0,West,West,1,regular,,,,,,h
2003,1421,2003-09-13,Columbus Crew,FC Dallas,3-2,3,2,East,West,5,regular,,,,,,h
2003,1422,2003-09-13,DC United,San Jose Earthquakes,2-1,2,1,East,West,3,regular,,,,,,h
2003,1423,2003-09-13,LA Galaxy,Chicago Fire,0-2,0,2,West,East,2,regular,,,,,,a
2003,1424,2003-09-13,New York Red Bulls,New England Revolution,1-2,1,2,East,East,3,regular,,,,,,a
2003,1425,2003-09-18,New England Revolution,Colorado Rapids,0-0,0,0,East,West,0,regular,,,,,,t
2003,1426,2003-09-20,FC Dallas,Chicago Fire,2-0,2,0,West,East,2,regular,,,,,,h
2003,1427,2003-09-20,LA Galaxy,DC United,1-0,1,0,West,East,1,regular,,,,,,h
2003,1428,2003-09-20,New York Red Bulls,Columbus Crew,1-0,1,0,East,East,1,regular,,,,,,h
2003,1429,2003-09-20,Sporting Kansas City,San Jose Earthquakes,1-4,1,4,West,West,5,regular,,,,,,a
2003,1430,2003-09-25,New York Red Bulls,DC United,0-2,0,2,East,East,2,regular,,,,,,a
2003,1431,2003-09-27,San Jose Earthquakes,FC Dallas,5-2,5,2,West,West,7,regular,,,,,,h
2003,1432,2003-09-27,LA Galaxy,Sporting Kansas City,1-2,1,2,West,West,3,regular,,,,,,a
2003,1433,2003-09-28,New England Revolution,Columbus Crew,3-2,3,2,East,East,5,regular,,,,,,h
2003,1434,2003-09-28,DC United,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,,t
2003,1435,2003-10-01,Colorado Rapids,Chicago Fire,1-1,1,1,West,East,2,regular,,,,,,t
2003,1436,2003-10-04,Chicago Fire,LA Galaxy,2-0,2,0,East,West,2,regular,,,,,,h
2003,1437,2003-10-04,Columbus Crew,DC United,1-1,1,1,East,East,2,regular,,,,,,t
2003,1438,2003-10-04,FC Dallas,New England Revolution,1-4,1,4,West,East,5,regular,,,,,,a
2003,1439,2003-10-04,Sporting Kansas City,Colorado Rapids,4-2,4,2,West,West,6,regular,,,,,,h
2003,1440,2003-10-05,San Jose Earthquakes,New York Red Bulls,0-2,0,2,West,East,2,regular,,,,,,a
2003,1441,2003-10-10,Chicago Fire,Columbus Crew,2-0,2,0,East,East,2,regular,,,,,,h
2003,1442,2003-10-10,Colorado Rapids,San Jose Earthquakes,0-0,0,0,West,West,0,regular,,,,,,t
2003,1443,2003-10-11,New York Red Bulls,FC Dallas,0-0,0,0,East,West,0,regular,,,,,,t
2003,1444,2003-10-11,Sporting Kansas City,LA Galaxy,2-1,2,1,West,West,3,regular,,,,,,h
2003,1445,2003-10-11,New England Revolution,DC United,1-0,1,0,East,East,1,regular,,,,,,h
2003,1446,2003-10-18,Chicago Fire,Colorado Rapids,4-3,4,3,East,West,7,regular,,,,,,h
2003,1447,2003-10-18,LA Galaxy,San Jose Earthquakes,3-0,3,0,West,West,3,regular,,,,,,h
2003,1448,2003-10-18,New York Red Bulls,New England Revolution,1-2,1,2,East,East,3,regular,,,,,,a
2003,1449,2003-10-18,Sporting Kansas City,FC Dallas,1-0,1,0,West,West,1,regular,,,,,,h
2003,1450,2003-10-19,DC United,Columbus Crew,2-3,2,3,East,East,5,regular,,,,,,a
2003,1451,2003-10-25,DC United,Sporting Kansas City,1-1,1,1,East,West,2,regular,,,,,,t
2003,1452,2003-10-25,FC Dallas,Colorado Rapids,4-3,4,3,West,West,7,regular,,,,,,h
2003,1453,2003-10-25,San Jose Earthquakes,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,,t
2003,1454,2003-10-25,New England Revolution,New York Red Bulls,5-2,5,2,East,East,7,regular,,,,,,h
2003,1455,2003-10-26,Columbus Crew,Chicago Fire,6-2,6,2,East,East,8,regular,,,,,,h
2003,1456,2003-11-01,DC United,Chicago Fire,0-2,0,2,East,East,2,conf_semi,1.0,,,,,a
2003,1457,2003-11-01,LA Galaxy,San Jose Earthquakes,2-0,2,0,West,West,2,conf_semi,1.0,,,,,h
2003,1458,2003-11-01,New York Red Bulls,New England Revolution,0-2,0,2,East,East,2,conf_semi,1.0,,,,,a
2003,1459,2003-11-04,Colorado Rapids,Sporting Kansas City,1-1,1,1,West,West,2,conf_semi,1.0,,,,,t
2003,1460,2003-11-08,Sporting Kansas City,Colorado Rapids,2-0,2,0,West,West,2,conf_semi,2.0,,,,,h
2003,1461,2003-11-09,San Jose Earthquakes,LA Galaxy,4-2,4,2,West,West,6,conf_semi,2.0,5.0,2.0,,,h
2003,1462,2003-11-09,New England Revolution,New York Red Bulls,1-1,1,1,East,East,2,conf_semi,2.0,,,,,t
2003,1463,2003-11-09,Chicago Fire,DC United,2-0,2,0,East,East,2,conf_semi,2.0,,,,,h
2003,1464,2003-11-14,Chicago Fire,New England Revolution,0-0,0,0,East,East,0,conf_final,,1.0,0.0,,,h
2003,1465,2003-11-15,San Jose Earthquakes,Sporting Kansas City,3-2,3,2,West,West,5,conf_final,,2.0,2.0,,,h
2003,1466,2003-11-23,Chicago Fire,San Jose Earthquakes,2-4,2,4,East,West,6,mls_final,,,,,,a
2004,1467,2004-04-03,Columbus Crew,New York Red Bulls,1-3,1,3,East,East,4,regular,,,,,,a
2004,1468,2004-04-03,FC Dallas,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,,t
2004,1469,2004-04-03,LA Galaxy,New England Revolution,3-2,3,2,West,East,5,regular,,,,,,h
2004,1470,2004-04-03,Sporting Kansas City,Chicago Fire,0-0,0,0,West,East,0,regular,,,,,,t
2004,1471,2004-04-03,DC United,San Jose Earthquakes,2-1,2,1,East,West,3,regular,,,,,,h
2004,1472,2004-04-10,LA Galaxy,DC United,1-1,1,1,West,East,2,regular,,,,,,t
2004,1473,2004-04-10,San Jose Earthquakes,Chicago Fire,0-0,0,0,West,East,0,regular,,,,,,t
2004,1474,2004-04-17,Chicago Fire,FC Dallas,0-2,0,2,East,West,2,regular,,,,,,a
2004,1475,2004-04-17,Colorado Rapids,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,,t
2004,1476,2004-04-17,New England Revolution,San Jose Earthquakes,1-3,1,3,East,West,4,regular,,,,,,a
2004,1477,2004-04-17,Sporting Kansas City,Columbus Crew,1-0,1,0,West,East,1,regular,,,,,,h
2004,1478,2004-04-17,New York Red Bulls,DC United,3-2,3,2,East,East,5,regular,,,,,,h
2004,1479,2004-04-24,Colorado Rapids,San Jose Earthquakes,1-0,1,0,West,West,1,regular,,,,,,h
2004,1480,2004-04-24,FC Dallas,Sporting Kansas City,1-0,1,0,West,West,1,regular,,,,,,h
2004,1481,2004-04-24,LA Galaxy,Columbus Crew,2-0,2,0,West,East,2,regular,,,,,,h
2004,1482,2004-04-24,DC United,Chicago Fire,0-1,0,1,East,East,1,regular,,,,,,a
2004,1483,2004-04-25,New York Red Bulls,New England Revolution,1-1,1,1,East,East,2,regular,,,,,,t
2004,1484,2004-05-01,Chicago Fire,New York Red Bulls,3-0,3,0,East,East,3,regular,,,,,,h
2004,1485,2004-05-01,Columbus Crew,FC Dallas,0-0,0,0,East,West,0,regular,,,,,,t
2004,1486,2004-05-01,New England Revolution,LA Galaxy,2-1,2,1,East,West,3,regular,,,,,,h
2004,1487,2004-05-01,Sporting Kansas City,Colorado Rapids,2-0,2,0,West,West,2,regular,,,,,,h
2004,1488,2004-05-01,San Jose Earthquakes,DC United,1-1,1,1,West,East,2,regular,,,,,,t
2004,1489,2004-05-07,Colorado Rapids,New England Revolution,0-0,0,0,West,East,0,regular,,,,,,t
2004,1490,2004-05-08,DC United,Columbus Crew,1-1,1,1,East,East,2,regular,,,,,,t
2004,1491,2004-05-08,San Jose Earthquakes,New York Red Bulls,5-5,5,5,West,East,10,regular,,,,,,t
2004,1492,2004-05-08,Sporting Kansas City,Chicago Fire,2-2,2,2,West,East,4,regular,,,,,,t
2004,1493,2004-05-08,FC Dallas,LA Galaxy,1-3,1,3,West,West,4,regular,,,,,,a
2004,1494,2004-05-15,DC United,Sporting Kansas City,1-0,1,0,East,West,1,regular,,,,,,h
2004,1495,2004-05-15,FC Dallas,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,,a
2004,1496,2004-05-15,LA Galaxy,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,,t
2004,1497,2004-05-15,New York Red Bulls,Chicago Fire,1-1,1,1,East,East,2,regular,,,,,,t
2004,1498,2004-05-15,Columbus Crew,New England Revolution,1-0,1,0,East,East,1,regular,,,,,,h
2004,1499,2004-05-19,DC United,LA Galaxy,2-4,2,4,East,West,6,regular,,,,,,a
2004,1500,2004-05-22,Colorado Rapids,DC United,2-1,2,1,West,East,3,regular,,,,,,h
2004,1501,2004-05-22,San Jose Earthquakes,LA Galaxy,4-2,4,2,West,West,6,regular,,,,,,h
2004,1502,2004-05-22,Sporting Kansas City,FC Dallas,2-0,2,0,West,West,2,regular,,,,,,h
2004,1503,2004-05-22,New England Revolution,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,,t
2004,1504,2004-05-23,Chicago Fire,Columbus Crew,1-3,1,3,East,East,4,regular,,,,,,a
2004,1505,2004-05-29,Chicago Fire,Colorado Rapids,1-0,1,0,East,West,1,regular,,,,,,h
2004,1506,2004-05-29,Columbus Crew,San Jose Earthquakes,1-0,1,0,East,West,1,regular,,,,,,h
2004,1507,2004-05-29,LA Galaxy,FC Dallas,4-1,4,1,West,West,5,regular,,,,,,h
2004,1508,2004-05-29,New England Revolution,DC United,0-1,0,1,East,East,1,regular,,,,,,a
2004,1509,2004-05-30,New York Red Bulls,Sporting Kansas City,1-0,1,0,East,West,1,regular,,,,,,h
2004,1510,2004-06-02,Sporting Kansas City,New England Revolution,2-3,2,3,West,East,5,regular,,,,,,a
2004,1511,2004-06-05,LA Galaxy,Sporting Kansas City,1-2,1,2,West,West,3,regular,,,,,,a
2004,1512,2004-06-05,New York Red Bulls,FC Dallas,0-2,0,2,East,West,2,regular,,,,,,a
2004,1513,2004-06-05,Chicago Fire,DC United,3-0,3,0,East,East,3,regular,,,,,,h
2004,1514,2004-06-06,New England Revolution,Columbus Crew,1-2,1,2,East,East,3,regular,,,,,,a
2004,1515,2004-06-09,Colorado Rapids,Sporting Kansas City,0-1,0,1,West,West,1,regular,,,,,,a
2004,1516,2004-06-12,Columbus Crew,Sporting Kansas City,2-2,2,2,East,West,4,regular,,,,,,t
2004,1517,2004-06-12,DC United,Colorado Rapids,0-0,0,0,East,West,0,regular,,,,,,t
2004,1518,2004-06-12,FC Dallas,New England Revolution,3-1,3,1,West,East,4,regular,,,,,,h
2004,1519,2004-06-12,San Jose Earthquakes,New York Red Bulls,3-1,3,1,West,East,4,regular,,,,,,h
2004,1520,2004-06-12,LA Galaxy,Chicago Fire,3-2,3,2,West,East,5,regular,,,,,,h
2004,1521,2004-06-19,Chicago Fire,San Jose Earthquakes,1-1,1,1,East,West,2,regular,,,,,,t
2004,1522,2004-06-19,Colorado Rapids,FC Dallas,1-1,1,1,West,West,2,regular,,,,,,t
2004,1523,2004-06-19,DC United,Columbus Crew,3-1,3,1,East,East,4,regular,,,,,,h
2004,1524,2004-06-19,New England Revolution,Sporting Kansas City,1-3,1,3,East,West,4,regular,,,,,,a
2004,1525,2004-06-19,New York Red Bulls,LA Galaxy,2-1,2,1,East,West,3,regular,,,,,,h
2004,1526,2004-06-23,LA Galaxy,New York Red Bulls,0-3,0,3,West,East,3,regular,,,,,,a
2004,1527,2004-06-26,Columbus Crew,Colorado Rapids,1-2,1,2,East,West,3,regular,,,,,,a
2004,1528,2004-06-26,San Jose Earthquakes,Sporting Kansas City,1-1,1,1,West,West,2,regular,,,,,,t
2004,1529,2004-06-26,New England Revolution,New York Red Bulls,2-1,2,1,East,East,3,regular,,,,,,h
2004,1530,2004-06-26,FC Dallas,DC United,1-1,1,1,West,East,2,regular,,,,,,t
2004,1531,2004-06-27,Chicago Fire,LA Galaxy,0-1,0,1,East,West,1,regular,,,,,,a
2004,1532,2004-06-30,New York Red Bulls,Colorado Rapids,2-3,2,3,East,West,5,regular,,,,,,a
2004,1533,2004-07-03,Columbus Crew,Chicago Fire,2-0,2,0,East,East,2,regular,,,,,,h
2004,1534,2004-07-03,Sporting Kansas City,FC Dallas,5-1,5,1,West,West,6,regular,,,,,,h
2004,1535,2004-07-03,DC United,New York Red Bulls,6-2,6,2,East,East,8,regular,,,,,,h
2004,1536,2004-07-04,Colorado Rapids,New England Revolution,1-0,1,0,West,East,1,regular,,,,,,h
2004,1537,2004-07-04,LA Galaxy,San Jose Earthquakes,2-1,2,1,West,West,3,regular,,,,,,h
2004,1538,2004-07-07,San Jose Earthquakes,FC Dallas,1-2,1,2,West,West,3,regular,,,,,,a
2004,1539,2004-07-10,FC Dallas,Columbus Crew,0-0,0,0,West,East,0,regular,,,,,,t
2004,1540,2004-07-10,LA Galaxy,Colorado Rapids,2-0,2,0,West,West,2,regular,,,,,,h
2004,1541,2004-07-10,Sporting Kansas City,DC United,1-0,1,0,West,East,1,regular,,,,,,h
2004,1542,2004-07-10,New York Red Bulls,San Jose Earthquakes,2-0,2,0,East,West,2,regular,,,,,,h
2004,1543,2004-07-11,Chicago Fire,New England Revolution,1-1,1,1,East,East,2,regular,,,,,,t
2004,1544,2004-07-14,Colorado Rapids,LA Galaxy,0-0,0,0,West,West,0,regular,,,,,,t
2004,1545,2004-07-14,New England Revolution,Chicago Fire,3-1,3,1,East,East,4,regular,,,,,,h
2004,1546,2004-07-17,Chicago Fire,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,,t
2004,1547,2004-07-17,Columbus Crew,New England Revolution,1-1,1,1,East,East,2,regular,,,,,,t
2004,1548,2004-07-17,DC United,LA Galaxy,1-1,1,1,East,West,2,regular,,,,,,t
2004,1549,2004-07-17,FC Dallas,Sporting Kansas City,0-1,0,1,West,West,1,regular,,,,,,a
2004,1550,2004-07-17,San Jose Earthquakes,Colorado Rapids,3-1,3,1,West,West,4,regular,,,,,,h
2004,1551,2004-07-24,Colorado Rapids,Columbus Crew,0-0,0,0,West,East,0,regular,,,,,,t
2004,1552,2004-07-24,FC Dallas,DC United,5-1,5,1,West,East,6,regular,,,,,,h
2004,1553,2004-07-24,San Jose Earthquakes,New England Revolution,2-2,2,2,West,East,4,regular,,,,,,t
2004,1554,2004-07-24,New York Red Bulls,Chicago Fire,2-1,2,1,East,East,3,regular,,,,,,h
2004,1555,2004-07-24,Sporting Kansas City,LA Galaxy,2-2,2,2,West,West,4,regular,,,,,,t
2004,1556,2004-07-28,Colorado Rapids,Chicago Fire,2-0,2,0,West,East,2,regular,,,,,,h
2004,1557,2004-07-28,Columbus Crew,FC Dallas,2-1,2,1,East,West,3,regular,,,,,,h
2004,1558,2004-07-28,Sporting Kansas City,New York Red Bulls,1-2,1,2,West,East,3,regular,,,,,,a
2004,1559,2004-08-07,FC Dallas,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,,h
2004,1560,2004-08-07,San Jose Earthquakes,DC United,2-0,2,0,West,East,2,regular,,,,,,h
2004,1561,2004-08-07,New England Revolution,Columbus Crew,2-2,2,2,East,East,4,regular,,,,,,t
2004,1562,2004-08-08,New York Red Bulls,LA Galaxy,3-0,3,0,East,West,3,regular,,,,,,h
2004,1563,2004-08-11,Chicago Fire,San Jose Earthquakes,2-1,2,1,East,West,3,regular,,,,,,h
2004,1564,2004-08-11,DC United,Colorado Rapids,3-1,3,1,East,West,4,regular,,,,,,h
2004,1565,2004-08-11,FC Dallas,New England Revolution,0-3,0,3,West,East,3,regular,,,,,,a
2004,1566,2004-08-14,Chicago Fire,Colorado Rapids,0-3,0,3,East,West,3,regular,,,,,,a
